Date,close,high,low,open,volume,return,log_return,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,target
2015-10-28,26.803016662597656,26.809759869563173,26.0816478240831,26.27715967760422,342205600,1.0607032775878906,0.040378369992445595,931983229.5904927,-575152000.0,0.32053989925270027,1079829.0941356434,-0.05606453422843241,-0.019640456555963224,-27101339.451889694,25.428740958434414,54.822130924918014,1262.3297773563968,25.40556116104126,26.395727577136523,24.415394744945996,7.794879316530562,0.18776378746726627,0.0,0.0,25.462678825180355,26.055504783752518,24.86985286660819,4.6564303987207385,-0.06968599084571508,0.0,1.0,24.23889972359608,26.268169890723975,25.25353480716003,7.987503815659561,0.2702103560433548,0.6381559560685368,2.140817527428673,-0.2633253834042719,-0.29906937308956416,0.03574398968529224,25.553168137868244,25.322422394385704,25.791821838484037,25.46217495599546,0.8348593966071846,1.03821013143722,-0.20335073483003552,-0.0404510318659127,25.245574888422016,0.7255251884460456,-490.1611920084922,-626.9961757175348,136.8349837090426,25.777145557309467,23.5568561470091,24.51980525409317,25.879395216444365,99.96000835948891,35.21679892948678,14.294216230189535,31.56467891208456,-109.98585058284061,25.879395216444365,104.15675347141955,52.0,0.0,52.0,24.580956216968406,25.385147299986354,0.0,0.0,42.39101275918745,0.148112821436827,0.33236043580000657,0.349451640800391,7.701688757498393,62.46630641146977,23.347370105208533,34.32833640193504,-76.65262989479146,-0.028304990217016268,-2.956499046009699,-1.045362644224877,-1.1819315162073858,0.1365688719825089,5.757542552059294,9.636837911399867,-3.8792953593405732,24.95394001049067,1.136989321570736,1.1305741785159196,-1.2159329692861043,1.0
2015-10-29,27.0861759185791,27.122132837050888,26.578295589546713,26.67492766478933,204909200,0.2831592559814453,0.010509040808420966,1267850345.8368351,-232946400.0,0.3073392499221067,-1108802.1269015912,0.11248522457390975,-0.015996657393946553,-13000873.961468762,25.650311321036796,54.88017240408808,1262.3297773563968,25.37454891204834,26.420106841552975,24.328990982543704,8.240997174993593,0.1417598466736756,0.0,0.0,25.330689538114406,25.913178300612323,24.748200775616493,4.59907545447162,-0.10538703699299434,0.0,1.0,24.115299265387996,26.268169890723975,25.191734578055986,8.484370038648265,0.23695245534140852,0.6370388063607739,2.0334988342895595,-0.21423861006526934,-0.2821032204847052,0.06786461041943587,25.42769654591878,25.37609753241906,25.99095323542174,25.47909698367816,0.8308595653791141,1.0166319586549097,-0.18577239327579564,-0.05069043778273496,25.225233450375175,0.7857542037963867,-450.9078019573356,-595.8126897416108,144.90488778427522,25.933332041053326,23.533262208185988,24.61250699762483,26.02996021994661,99.98000417974444,34.37833561928469,18.27618614194074,29.491150830699155,-145.29195985038152,26.02996021994661,104.15675347141955,48.0,0.0,48.0,24.713740748999612,25.385147299986354,0.0,0.0,50.17858869980569,0.7331409525650421,0.41905958316639863,0.3777817442656201,5.280220365380207,62.115750687502896,51.27923342951608,37.20680142678753,-48.72076657048392,0.023427211793407565,-2.545549145753049,-0.8502266862680855,-1.1155905502195258,0.2653638639514403,4.697744565245991,8.649019242169093,-3.951274676923102,24.96132756125528,-0.6527647296052264,-0.6549045556693667,2.8544309527829936,0.0
2015-10-30,26.854700088500977,27.241228263679538,26.843463126505448,27.189540638827655,197461200,-0.231475830078125,-0.008582628541330184,1445663559.1888726,-28037200.0,0.22576212094000667,-144110.48133138637,0.06568703446483125,-0.007840718400600417,-10836119.995669097,25.796346915287074,60.492099548885406,1275.665603135226,25.374661445617676,26.419973725452362,24.32934916578299,8.23902444629634,0.22761664476842142,0.0,0.0,25.25068764817663,25.856323128185664,24.6450521681676,4.796982073894263,0.1322230538371061,0.0,0.0,24.115299265387996,26.268169890723975,25.191734578055986,8.48433241148835,0.32046089533583855,0.6027739239947492,1.8875737088012714,-0.14393844186117022,-0.25447026475999823,0.11053182289882801,25.314772129058838,25.414992259098934,26.1238373666647,25.50608514746676,0.9339518830192726,1.0005290074681268,-0.06657712444885422,-0.056609826993014055,25.185740412124847,0.22607898712158203,-411.7261271561514,-562.7571972041725,151.0310700480211,26.072660130622857,23.47146154201732,24.587785318967754,26.02996021994661,99.99000208987222,33.385057021490276,18.842138920625384,28.543038734180083,-108.95368403659496,26.02996021994661,104.15675347141955,44.0,96.0,-52.0,24.881422278644695,25.385147299986354,0.0,0.0,48.769541993353634,0.6287009221920358,0.5033182320646349,0.4182460836770134,3.7891797107357372,61.895898259911746,45.73578664534164,40.12079672668875,-54.26421335465836,0.262681859914899,-1.9832752393362723,-0.5704486956100909,-1.006562179297639,0.436113483687548,2.2319445504724653,7.365604303829768,-5.1336597533573025,24.9612435412932,0.7300700435975527,0.7274179326105301,3.9410319316804943,1.0
2015-11-02,27.232242584228516,27.27269325235393,26.87942353455905,27.146847491305937,128813200,0.37754249572753906,0.013960804922535264,1259359013.1669228,-225498400.0,0.23061372485570408,-9144723.173800228,-0.03583842461933536,-0.012764250983939676,-12523604.24282231,25.908051671271902,55.85201366608912,1264.7638887228459,25.391628360748292,26.39332838772575,24.389928333770836,7.890002269613686,0.2521579314491443,0.0,0.0,25.153157613743755,25.772052006752244,24.534263220735266,4.921007553105963,0.2915184970022792,0.0,0.0,24.115299265387996,26.268169890723975,25.191734578055986,8.478663104033133,0.36221511533305356,0.5822728798874649,1.7339004042873207,-0.06750058789443969,-0.21707632938688654,0.14957574149244685,25.255968888600666,25.4709143271813,26.294361246289903,25.526246900549733,0.8940861184889727,1.0226004943935882,-0.12851437590461556,-0.060170090148592884,24.86377985827151,0.10348501205444194,-384.1453834654947,-529.2870243905182,145.14164092502352,26.41199391748671,23.47146154201732,24.57654939074476,26.02996021994661,99.99500104493612,32.693733647035536,18.0001050300108,29.18638413583518,-87.42007831530245,26.02996021994661,104.15675347141955,40.0,92.0,-52.0,25.105493334485313,25.385147299986354,0.0,0.0,49.32940271791773,0.6701983905232016,0.6773467550934265,0.5332415234414866,2.8134685683265386,62.02466407002196,47.76119329226252,48.25873778904008,-52.23880670773748,0.4043314523525652,2.567405284029813,-0.26698107682966876,-0.8586459588040449,0.5916648819743762,1.2865124269563863,6.149785928455092,-4.863273501498705,24.963346473161106,0.3623893258892563,0.36173427784413903,3.052761962605266,1.0
2015-11-03,27.54461097717285,27.75135807455724,27.1243735756138,27.14459976694483,182076000,0.31236839294433594,0.011405247241939254,1361673452.8118725,-96685200.0,0.21920939749622884,144142.7023554537,-0.05704682751538922,-0.016417505161956253,-10712656.55581111,26.003223840440892,49.41861639694512,1282.544840045365,25.38039207458496,26.393666333121118,24.367117816048804,7.984701383323502,0.319302690792374,0.0,0.0,25.098624006941172,25.724484834746175,24.472763179136173,4.987212268145978,0.43255385812691516,0.0,0.0,24.115299265387996,26.268169890723975,25.191734578055986,8.482416737335544,0.4175359794520907,0.5741594176811212,1.381001897764356,0.010544833975128398,-0.17155209671448357,0.18209693068961197,25.215892791748047,25.558470872732308,26.486707358733433,25.507127929608767,0.8791377987590439,1.0619097745667543,-0.18277197580771043,-0.06155020862721975,24.14053343193575,0.5102348327636719,-358.0760351958154,-495.4773333667183,137.40129817090292,26.683911990532653,23.47146154201732,24.57654939074476,25.76253619633787,99.99750052246806,32.382168082103554,16.97107945366625,30.389069623423666,-65.63901448658835,25.76253619633787,104.15675347141955,36.0,88.0,-52.0,25.36178152598862,25.385147299986354,0.0,0.0,44.931652927485295,0.3651691418004013,0.5546894848385463,0.5784514906655359,2.346137483702618,59.43506274317086,30.91685692830388,41.47127895530269,-69.08314307169613,0.5470996676320006,0.670901571887879,0.041603971689510647,-0.6785959727053339,0.7201999443948446,-1.4186342510489105,4.636101892554292,-6.054736143603202,24.98486210085448,0.47840199849786824,0.4772612927962605,4.501551068972454,0.0
2015-11-04,27.416521072387695,27.825521564067103,27.33112596824193,27.670460363453877,179544400,-0.12808990478515625,-0.004661117117328306,1423670935.506278,85390800.0,0.18143233470917583,-4007677.331871246,0.040736996081467684,-0.01959685281800886,-8624147.416770473,26.174568766102553,47.98177343927628,1282.544840045365,25.387471389770507,26.384983656923797,24.389959122617217,7.858303427219006,0.25320110902774867,0.0,0.0,25.02086971602742,25.6678546435107,24.37388478854414,5.171562258436182,0.40280440591140443,0.0,0.0,24.115299265387996,26.268169890723975,25.191734578055986,8.480051409150754,0.36221511533305356,0.5592168437680829,1.3797130362469858,0.07390204518948096,-0.12246126833369067,0.19636331352317163,25.13293234507243,25.670315155616173,26.62975562237255,25.433160654630875,0.8490505679192648,1.0723106141517418,-0.22326004623247697,-0.06402915847939723,23.587121441866017,0.09640769958496165,-329.53712066138104,-461.0460227647697,131.50890210338866,26.720993735287585,23.47146154201732,24.35126224636568,25.090608230228874,99.99875026123402,31.79306480310967,17.651336328261717,28.88203660488722,-72.85528449466761,25.090608230228874,104.15675347141955,32.0,84.0,-52.0,25.62930916767976,25.385147299986354,0.0,0.0,49.949821714396684,0.9768714998604487,0.6707463440613507,0.6342608613311077,1.5869252026169578,61.79051242779568,62.67243670431493,47.11682897496044,-37.32756329568507,0.6755263369818358,1.962037101295534,0.2908833410817155,-0.48470010994792406,0.7755834510296395,-4.477896405553468,2.81330223293274,-7.2911986384862075,25.01342174845638,-0.4761242107582775,-0.4772612927962605,5.700239772873417,0.0
2015-11-05,27.290132522583008,27.68960036820362,27.123124252036362,27.500021969809346,158210800,-0.1263885498046875,-0.004620599739331155,1306150602.3315437,-94153600.0,0.14864336377875606,-798319.9814476757,-0.0014194725352412465,-0.01287868283446135,-9459077.527773565,26.320280731615714,48.922747322069846,1276.580659009,25.352975845336914,26.406700235854252,24.299251454819576,8.312431621009463,0.1462399993477929,0.0,0.0,24.908731466658764,25.529873090569925,24.287589842747604,4.987340481329458,0.2574734232283051,0.0,0.0,24.115299265387996,26.268169890723975,25.191734578055986,8.491589462591424,0.22859966223878078,0.5363298455500758,1.3777888047091142,0.07806121834115132,-0.08235677099872228,0.1604179893398736,25.059896151224773,25.7665806550246,26.731352068558774,25.385313905248132,0.895135492558026,1.0210835591267236,-0.1259480665686975,-0.06415433450776661,23.213427289308523,0.337646484375,-304.2051760650579,-426.40197658295557,122.19680051789766,26.720993735287585,24.76363228688124,24.99734761879764,23.5568561470091,99.99937513061701,31.246040329758205,16.947379403727517,27.730185590065904,-105.59450249320884,23.5568561470091,104.15675347141955,28.000000000000004,80.0,-52.0,25.968836992780158,25.385147299986354,0.0,0.0,47.62702215899614,0.7420348614128932,0.6946918343579145,0.6400425544192704,0.04571460859314284,62.22034710993306,60.161346025782436,51.25021321946708,-39.838653974217564,0.6709859165751872,3.0712166651262423,0.3070798350296022,-0.3263441209524188,0.633423955982021,-3.166507935183406,1.617340199309511,-4.783848134492917,25.141838203016313,-1.1554754396633227,-1.1622029303332226,5.208705016419746,1.0
2015-11-06,27.321725845336914,27.490991455755292,27.22242452475547,27.33301090810834,132169200,0.03159332275390625,0.0011570134114649022,1241227096.6611767,-252364400.0,0.09194357442136022,12143739.019067101,-0.023308745864591803,0.005041317263630864,-10188420.011549832,26.45302158066719,56.60701997170898,1270.6956972454393,25.329491710662843,26.375176845526738,24.28380657579895,8.256661024300756,0.43627924942414015,0.0,0.0,24.82236171304509,25.44619992795681,24.198523498133373,5.026421112732938,0.7996500577890753,0.0,0.0,24.115299265387996,26.268169890723975,25.191734578055986,8.499462405041843,0.5020871896503596,0.5195518386665632,1.391556435139993,0.07200415299961804,-0.051484586199054216,0.12348873919867226,25.018696626027424,25.870284447303185,26.82217880344772,25.32902600457003,1.0136232905517695,0.9980976814977206,0.015525609054048872,-0.06399361037278142,23.068622714303945,0.5139454841613755,-280.2713825651931,-393.61406362784504,113.34268106265193,26.720993735287585,24.937795885928782,25.05352930376939,23.5568561470091,99.9996875653085,30.882948564044707,16.172462220674262,27.63324140283202,-39.30338411075267,23.5568561470091,104.15675347141955,24.0,76.0,-52.0,26.30304021561181,25.385147299986354,0.0,0.0,49.74476348164821,0.9461109394869149,0.888339100253419,0.7512590928908947,0.6315969014384503,54.13876404565273,81.24977224287181,68.0278516576564,-18.750227757128183,0.5891611228216576,2.68999800263603,0.28319077429419365,-0.20443714190309634,0.48762791619728996,-0.7550906150531154,1.1428540364369857,-1.897944651490101,25.389811680585343,2.3927037928012096,2.364527205534417,4.7236990735159745,0.0
2015-11-09,27.211143493652344,27.49099552888714,27.093786743992297,27.299161486362152,135485600,-0.11058235168457031,-0.004055627536108997,1206795738.4076095,-120195200.0,0.10149228848735672,10355120.885623364,0.1351762223833253,0.016793496923096167,-10035409.974303959,26.556004132660256,55.51975169567131,1272.1667600646415,25.287805366516114,26.30313659138,24.27247414165223,8.030204362520898,0.3973590387506644,0.0,0.0,24.794945748563727,25.400356482450647,24.189535014676803,4.883339855034698,0.7349070277572297,0.0,0.0,24.115299265387996,26.223226177832004,25.16926272161,8.335744766665828,0.4573578664534164,0.5428796997565604,1.4286775086542423,0.09798896606618257,-0.021589875746006862,0.11957884181218943,24.955024878184002,25.962820346538837,26.88201952501766,25.29022482745561,1.0084105397099226,0.8613687797751136,0.14704175993480895,-0.06232547450651432,23.046660599652018,0.49046344757080007,-262.26836024848825,-363.47761992482333,101.20925967633508,26.9535846940751,25.191734578055986,25.18049864983299,23.5568561470091,99.99984378265425,29.263656921545977,21.29661980373619,25.10774816301886,-15.093168554832145,23.5568561470091,104.15675347141955,20.0,72.0,-52.0,26.57708685833376,25.385147299986354,0.0,0.0,55.47697944118307,1.0,0.896048600299936,0.8263598449704231,0.732797678222536,47.12098578352521,94.1690947667627,78.52673767847232,-5.830905233237299,0.48418390461482375,3.7642650639800013,0.38486754885954116,-0.08657620375056883,0.47144375261011,-2.0748002152978504,0.49932318609001847,-2.574123401387869,25.410920511550113,-0.46376706272786006,-0.46484579867707154,4.84493592064652,0.0
2015-11-10,26.35352897644043,26.646923419181427,26.19329105588032,26.382869453829933,236511600,-0.8576145172119141,-0.03202438365007998,1151369544.1730216,-255680800.0,0.0717010050769227,18183051.148684423,0.12181451411503262,0.030936399363543553,-10583776.367854897,26.673838066311042,64.14055642151155,1272.1667600646415,25.23735456466675,26.177559553449726,24.297149575883772,7.450899708001087,0.43869195891207974,0.0,0.0,24.82857956357706,25.34679666647842,24.310362460675695,4.17435964529823,0.7831735456816897,0.0,0.0,24.115299265387996,26.223226177832004,25.16926272161,8.352408359769946,0.4776119329226252,0.5308402432961443,1.8375883855134327,0.08478363508393727,-0.0003151735800180358,0.0850988086639553,24.900341669718426,26.018913709200344,26.80071328677501,25.260956436328616,1.1694076284432642,0.7708928662228138,0.39851476222045035,-0.05604877330651429,23.056003024079715,0.03078622817993093,-248.5838069893899,-336.6356882560342,88.0518812666443,27.009406309973713,25.191734578055986,25.18049864983299,23.5568561470091,49.999921891327126,27.220226437550245,24.10757039267793,23.793516427412655,-19.234287761695317,23.5568561470091,104.15675347141955,16.0,68.0,-52.0,26.801805105365762,25.385147299986354,0.0,0.0,55.44351606211673,0.9974428041978449,0.9811845812282532,0.9218574272605361,0.9552976582330209,44.50105651552456,77.33494156455461,84.25126952472971,-22.665058435445403,0.38110208743241714,7.4923214111824645,0.3329787625387974,-0.0026652104926955895,0.33564397303149296,-3.0983674869112487,-0.22021494851023496,-2.8781525384010136,25.419876274682498,0.17023586001962965,0.17009112301904494,4.420584997796517,0.0
