Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-08-14,26.059175491333008,26.13782909370305,25.620961339185683,25.6906257134963,171718000
2015-08-17,26.32884407043457,26.438959100707535,25.955798865502036,26.077150858148052,163538800
2015-08-18,26.18052864074707,26.39177122306131,26.070413592624128,26.16479791958665,138242800
2015-08-19,25.845687866210938,26.185022236948075,25.771528017829972,26.090637910565032,193146000
2015-08-20,25.31533432006836,25.697367080875384,25.0861132919682,25.63669193491942,274006400
2015-08-21,23.766977310180664,25.146792204570744,23.742257359750216,24.816445334745744,513102000
2015-08-24,23.173702239990234,24.450143592679783,20.674753193310664,21.31971621993792,648825200
2015-08-25,23.31302833557129,24.969256274672787,23.25909468303851,24.969256274672787,414406400
2015-08-26,24.650148391723633,24.695092820042845,23.60742188113359,24.065860536453663,387098400
2015-08-27,25.376005172729492,25.447917270168443,24.724300825271712,25.220945730622798,338464400
2015-08-28,25.45915985107422,25.463653608053637,25.0658901063542,25.207466597226198,212657600
2015-08-31,25.340057373046875,25.73782090298381,25.169265448863946,25.176006942071666,224917200
2015-09-01,24.207439422607422,25.14229693113925,24.12653807774639,24.75352264315936,307383600
2015-09-02,25.24567222595215,25.24567222595215,24.52430328012755,24.771502803371042,247555200
2015-09-03,24.802959442138672,25.344547123280524,24.728799599538373,25.27937650837601,212935600
2015-09-04,24.555763244628906,24.820939496231958,24.384973039170745,24.488346599691244,199985200
2015-09-08,25.23892593383789,25.29510732125327,24.79172257007705,25.113080174673804,219374400
2015-09-09,24.753515243530273,25.6232018690287,24.668118452527004,25.56477447094387,340043200
2015-09-10,25.29735565185547,25.45691059012578,24.697338831630514,24.780486189668327,251571200
2015-09-11,25.665910720825195,25.665910720825195,25.11533368340337,25.12207517711968,199662000
2015-09-14,25.913103103637695,26.268169890723975,25.81197729006549,26.198505517575118,233453600
2015-09-15,26.131086349487305,26.187267736277402,25.713096694607383,26.05243275088514,173364800
2015-09-16,26.160303115844727,26.18951682125369,25.942319049544135,26.12434620347682,148694000
2015-09-17,25.600740432739258,26.17828516726287,25.55579599768322,25.991764218712042,256450400
2015-09-18,25.495113372802734,25.686131464998823,25.140048301112394,25.216454166374902,297141200
2015-09-21,25.890626907348633,25.92658381345403,25.54230338068076,25.54454940142261,200888000
2015-09-22,25.48387908935547,25.65916475349993,25.28611949738123,25.479383617981522,201384800
2015-09-23,25.690622329711914,25.780512883946482,25.461403045207494,25.535561166520274,143026800
2015-09-24,25.84343719482422,25.955799965236498,25.252409639682764,25.45016749838124,200878000
2015-09-25,25.778268814086914,26.223226177832004,25.62320762884666,26.167044787761764,224607600
2015-09-28,25.26814079284668,25.746805585795155,25.26814079284668,25.58500291929994,208436000
2015-09-29,24.508569717407227,25.50859951637357,24.23889972359608,25.355786062675254,293461600
2015-09-30,24.787229537963867,25.06588874762334,24.43441048326375,24.758014118361228,265892000
2015-10-01,24.62542724609375,24.634416474225127,24.115299265387996,24.510816730568678,255716400
2015-10-02,24.80521011352539,24.94678833312647,24.169237994128867,24.272611560230494,232079200
2015-10-05,24.89510154724121,25.027690542011847,24.51082097924402,24.692848165526833,208258800
2015-10-06,25.01420021057129,25.11083226483588,24.668122660752044,24.861386769281232,192787200
2015-10-07,24.89510154724121,25.1175794098669,24.587228574345122,25.110837916229798,187062400
2015-10-08,24.607444763183594,24.76250592266639,24.317548632833866,24.76250592266639,247918400
2015-10-09,25.19622802734375,25.232183222001257,24.60519876301035,24.71980926786326,211064400
2015-10-12,25.079376220703125,25.337810999522482,25.043421016821956,25.33331724198242,121868800
2015-10-13,25.1220703125,25.270388289099376,24.87262480617747,24.904086247108243,132197200
2015-10-14,24.767004013061523,25.06139395100104,24.620932054675972,25.009708031807985,177849600
2015-10-15,25.13780403137207,25.19173769161226,24.829929363232353,24.92880916910616,150694000
2015-10-16,24.953527450561523,25.169263791604298,24.838916930016286,25.119823891976157,156930400
2015-10-19,25.10858726501465,25.11308102177071,24.74453124505576,24.89959242819898,119036800
2015-10-20,25.567031860351562,25.656922447132715,24.90409199756618,25.020948560217445,195871200
2015-10-21,25.56477928161621,25.973779717771897,25.551294582619498,25.618712934043362,167180800
2015-10-22,25.955801010131836,25.955801010131836,25.641184897408078,25.69287252826722,166616400
2015-10-23,26.76032257080078,26.794031750821848,26.142327223655005,26.225474591250833,237467600
2015-10-26,25.9063663482666,26.5468339518787,25.825464996808208,26.535598700827396,265335200
2015-10-27,25.742313385009766,26.189516765890595,25.61646590650807,25.933329766630628,279537600
2015-10-28,26.803016662597656,26.809759869563173,26.0816478240831,26.27715967760422,342205600
2015-10-29,27.0861759185791,27.122132837050888,26.578295589546713,26.67492766478933,204909200
2015-10-30,26.854700088500977,27.241228263679538,26.843463126505448,27.189540638827655,197461200
2015-11-02,27.232242584228516,27.27269325235393,26.87942353455905,27.146847491305937,128813200
2015-11-03,27.54461097717285,27.75135807455724,27.1243735756138,27.14459976694483,182076000
2015-11-04,27.416521072387695,27.825521564067103,27.33112596824193,27.670460363453877,179544400
2015-11-05,27.290132522583008,27.68960036820362,27.123124252036362,27.500021969809346,158210800
2015-11-06,27.321725845336914,27.490991455755292,27.22242452475547,27.33301090810834,132169200
2015-11-09,27.211143493652344,27.49099552888714,27.093786743992297,27.299161486362152,135485600
2015-11-10,26.35352897644043,26.646923419181427,26.19329105588032,26.382869453829933,236511600
2015-11-11,26.204580307006836,26.500230432282027,26.00146117741121,26.26325954930319,180872000
2015-11-12,26.116558074951172,26.36481398342589,26.10076001864439,26.238429532971633,130102400
2015-11-13,25.353734970092773,26.082706411554206,25.33793691269189,25.999201409944344,183249600
2015-11-16,25.76899528503418,25.7825359821824,25.05130906457997,25.137069682949928,152426800
2015-11-17,25.658418655395508,25.965353867662554,25.574913640252767,25.936013383549465,110467600
2015-11-18,26.470888137817383,26.51602495087476,26.066907290075378,26.12558652453721,186698800
2015-11-19,26.807161331176758,27.02607848458693,26.351273332729036,26.54987771550227,173183200
2015-11-20,26.924516677856445,27.06444181151853,26.82295628015524,26.901946552683643,137148400
2015-11-23,26.57470703125,27.021569104552775,26.48217431615619,26.917751324056567,129930000
2015-11-24,26.829729080200195,26.935802479511832,26.432520324379073,26.47991449222617,171212800
2015-11-25,26.637897491455078,26.908723546347577,26.61307172671012,26.904208831743524,85553200
2015-11-27,26.588245391845703,26.723659277317896,26.540851220674067,26.69657615585164,52185600
2015-11-30,26.698833465576172,26.949346742651052,26.574704644733995,26.628869165711,156721200
2015-12-01,26.482177734375,26.813938726460847,26.3738486687099,26.800398023717573,139409600
2015-12-02,26.242942810058594,26.655951357520163,26.19780599779505,26.482171014401594,133546400
2015-12-03,25.999197006225586,26.358040994777944,25.778024240075297,26.303876481700566,166278000
2015-12-04,26.863582611083984,26.91323413614076,25.978888032181946,26.01951185069576,231108000
2015-12-07,26.694316864013672,27.05090352244436,26.588243464948686,26.852299144995612,128336800
2015-12-08,26.68303680419922,26.76654008635242,26.373844275475854,26.522797146418345,137238000
2015-12-09,26.0939884185791,26.561161457673343,25.972116966399007,26.549876394341165,185445600
2015-12-10,26.218114852905273,26.391895181482443,26.069162007412285,26.18877609957485,116850800
2015-12-11,25.543312072753906,26.04208125585139,25.468834782309646,25.996944443262823,187544800
2015-12-14,25.38533592224121,25.430472742680664,24.77823587273239,25.3176289697227,257274800
2015-12-15,24.936216354370117,25.457555753963696,24.904620235832244,25.263464327597138,213292400
2015-12-16,25.128049850463867,25.27474709568018,24.554805014707856,25.067114972346562,224954000
2015-12-17,24.595430374145508,25.333427917555497,24.595430374145508,25.281519022556182,179091200
2015-12-18,23.92964744567871,24.717296407554237,23.879995915831927,24.579628604605148,385813200
2015-12-21,24.223037719726562,24.23206542557872,23.825827271525725,24.211752656946654,190362400
2015-12-22,24.200469970703125,24.31105635713073,24.024432284612054,24.23883643021858,131157600
2015-12-23,24.511911392211914,24.566075892147275,24.193691296142553,24.209489347034467,130629600
2015-12-24,24.38102149963379,24.599938660458253,24.362966085535902,24.599938660458253,54281600
2015-12-28,24.107942581176758,24.30429135781022,23.963502695558784,24.281721226671767,106816800
2015-12-29,24.541259765625,24.696984701123718,24.11696785959983,24.139536266605376,123724800
2015-12-30,24.220787048339844,24.532235237842052,24.189190930065386,24.50515383466926,100855200
2015-12-31,23.75587272644043,24.1553389446198,23.65656965038841,24.150825951098987,163649200
2016-01-04,23.77617835998535,23.78069307433639,23.020125560934314,23.15779507703764,270597600
2016-01-05,23.18036460876465,23.88902327269363,23.112659386942752,23.866454865419666,223164000
2016-01-06,22.726734161376953,23.103633654694068,22.539414815316697,22.695138044120558,273829600
2016-01-07,21.76755714416504,22.598087154201693,21.763044152102708,22.27084099112857,324377600
2016-01-08,21.882661819458008,22.367890333756343,21.837525004022453,22.24150587304948,283192000
2016-01-11,22.23699188232422,22.356605996795746,21.968423172719636,22.336294945746253,198957600
2016-01-12,22.559724807739258,22.724477458719484,22.30695415969783,22.692881342946702,196616800
2016-01-13,21.979705810546875,22.837319011904945,21.959394761740434,22.640970264147654,249758400
2016-01-14,22.460420608520508,22.677082136934686,21.607322082128857,22.108348638100864,252680400
2016-01-15,21.9210262298584,22.051925392953642,21.521560112936886,21.711136786226017,319335600
2016-01-19,21.81495475769043,22.26407240430035,21.553156429023584,22.209907885970967,212350800
2016-01-20,21.844301223754883,22.160264182280997,21.083733454099974,21.462888659959393,289337600
2016-01-21,21.73370933532715,22.090294316035074,21.426774163732585,21.905230614502393,208646000
2016-01-22,22.88922691345215,22.898254620499884,22.200881039188072,22.25955855220977,263202000
